Symbol,Name,Market Cap,Country,Sector
CRI,Carter's Inc. Common Stock,2488837389,United States,Consumer Discretionary
CRIS,Curis Inc. Common Stock,30492620,United States,Health Care
CRK,Comstock Resources Inc. Common Stock,2910916024,United States,Energy
CRKN,Crown Electrokinetics Corp. Common Stock,5662659,United States,Technology
CRL,Charles River Laboratories International Inc. Common Stock,9995192246,United States,Health Care
CRM,Salesforce Inc. Common Stock,2.39E+11,United States,Technology
CRMD,CorMedix Inc. Common Stock,385992351,United States,Health Care
CRMT,America's Car-Mart Inc Common Stock,300391709,United States,Consumer Discretionary
CRNC,Cerence Inc. Common Stock,119977801,United States,Technology
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,4061006851,United States,Health Care
CROX,Crocs Inc. Common Stock,7609610814,United States,Consumer Discretionary
CRS,Carpenter Technology Corporation Common Stock,6741913280,United States,Industrials
CRSR,Corsair Gaming Inc. Common Stock,605090468,United States,Technology
CRT,Cross Timbers Royalty Trust Common Stock,54300000,United States,Energy
CRUS,Cirrus Logic Inc. Common Stock,7297572939,United States,Technology
CRVL,CorVel Corp. Common Stock,5152891542,United States,Finance
CRVO,CervoMed Inc. Common Stock,129666271,United States,Health Care
CRVS,Corvus Pharmaceuticals Inc. Common Stock,285859354,United States,Health Care
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,62146901263,United States,Technology
CRWS,Crown Crafts Inc Common Stock,48769701,United States,Consumer Discretionary
CSBR,Champions Oncology Inc. Common Stock,55326628,United States,Health Care
CSCO,Cisco Systems Inc. Common Stock (DE),1.96E+11,United States,Telecommunications
CSGP,CoStar Group Inc. Common Stock,32625519269,United States,Consumer Discretionary
CSGS,CSG Systems International Inc. Common Stock,1340028940,United States,Technology
CSL,Carlisle Companies Incorporated Common Stock,18490227963,United States,Industrials
CSLMR,CSLM Acquisition Corp. Right,0,United States,Finance
CSLMU,CSLM Acquisition Corp. Unit,0,United States,Finance
CSLR,Complete Solaria Inc. Common Stock,120866216,United States,Technology
CSLRW,Complete Solaria Inc. Warrants,6386825,United States,Technology
CSPI,CSP Inc. Common Stock,114135011,United States,Technology
CSQ,Calamos Strategic Total Return Common Stock,2656601040,United States,Finance
CSR,D/B/A Centerspace Common Stock,1110331160,United States,Real Estate
CSTL,Castle Biosciences Inc. Common Stock,860671663,United States,Health Care
CSV,Carriage Services Inc. Common Stock,488195643,United States,Consumer Discretionary
CSWC,Capital Southwest Corporation Common Stock,1188645948,United States,Consumer Discretionary
CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,1216295090,United States,Finance
CSWI,CSW Industrials Inc. Common Stock,4967506229,United States,Industrials
CSX,CSX Corporation Common Stock,64560030711,United States,Industrials
CTAS,Cintas Corporation Common Stock,82613392702,United States,Consumer Discretionary
CTBB,Qwest Corporation 6.5% Notes due 2056,121332802,United States,Telecommunications
CTBI,Community Trust Bancorp Inc. Common Stock,857838025,United States,Finance
CTCX,Carmell Corporation Common Stock,10139122,United States,Health Care
CTCXW,Carmell Corporation Warrant,1463378,United States,Health Care
CTDD,Qwest Corporation 6.75% Notes due 2057,127267967,United States,Telecommunications
CTGO,Contango ORE Inc. Common Stock,255660838,United States,Basic Materials
CTHR,Charles & Colvard Ltd Common Stock,5674508,United States,Consumer Discretionary
CTKB,Cytek Biosciences Inc. Common Stock,721965700,United States,Industrials
CTLP,Cantaloupe Inc. Common Stock,454332609,United States,Miscellaneous
CTLT,Catalent Inc. Common Stock,10820680550,United States,Health Care
CTMX,CytomX Therapeutics Inc. Common Stock,102334057,United States,Health Care
CTNM,Contineum Therapeutics Inc. Class A Common Stock,460446640,United States,Health Care
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,8612591,United States,Consumer Discretionary
CTO,CTO Realty Growth Inc. Common Stock,436277476,United States,Real Estate
CTOR,Citius Oncology Inc. Common Stock,3980371,United States,Health Care
CTRA,Coterra Energy Inc. Common Stock,16892421091,United States,Energy
CTRE,CareTrust REIT Inc. Common Stock,4654035738,United States,Real Estate
CTRN,Citi Trends Inc. Common Stock,125921101,United States,Consumer Discretionary
CTS,CTS Corporation Common Stock,1391634320,United States,Technology
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,37818703569,United States,Technology
CTSO,Cytosorbents Corporation Common Stock,54306415,United States,Health Care
CTVA,Corteva Inc. Common Stock ,38177422050,United States,Consumer Staples
CTXR,Citius Pharmaceuticals Inc. Common Stock,95784466,United States,Health Care
CUB,Lionheart Holdings Class A Ordinary Shares,318003446,United States,Industrials
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,0,United States,Finance
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,623175563,United States,Finance
CUBE,CubeSmart Common Shares,12003092256,United States,Real Estate
CUBI,Customers Bancorp Inc Common Stock,1539237301,United States,Finance
CUBWU,Lionheart Holdings Unit,0,United States,Finance
CUBWW,Lionheart Holdings Warrant,0,United States,
CUE,Cue Biopharma Inc. Common Stock,28670370,United States,Health Care
CUK,Carnival Plc ADS ADS,19586473086,United States,Consumer Discretionary
CULP,Culp Inc. Common Stock,71194596,United States,Consumer Discretionary
CURI,CuriosityStream Inc. Class A Common Stock,88998515,United States,Consumer Discretionary
CUTR,Cutera Inc. Common Stock,13866070,United States,Health Care
CUZ,Cousins Properties Incorporated Common Stock,4381637414,United States,Real Estate
CVBF,CVB Financial Corporation Common Stock,2367624731,United States,Finance
CVCO,Cavco Industries Inc. Common Stock When Issued,3324748092,United States,Consumer Discretionary
CVGI,Commercial Vehicle Group Inc. Common Stock,113165809,United States,Consumer Discretionary
CVGW,Calavo Growers Inc. Common Stock,501648355,United States,Consumer Discretionary
CVI,CVR Energy Inc. Common Stock,2133259311,United States,Energy
CVKD,Cadrenal Therapeutics Inc. Common Stock,8879362,United States,Health Care
CVLG,Covenant Logistics Group Inc. Class A Common Stock,672109394,United States,Industrials
CVLT,Commvault Systems Inc. Common Stock,6360728394,United States,Technology
CVM,Cel-Sci Corporation Common Stock,72562010,United States,Health Care
CVNA,Carvana Co. Class A Common Stock,27635242735,United States,Consumer Discretionary
CVR,Chicago Rivet & Machine Co. Common Stock,16433905,United States,Industrials
CVRX,CVRx Inc. Common Stock,176682141,United States,Health Care
CVS,CVS Health Corporation Common Stock,70585216840,United States,Consumer Staples
CVU,CPI Aerostructures Inc. Common Stock,37284739,United States,Industrials
CVV,CVD Equipment Corporation Common Stock,23329431,United States,Technology
CVX,Chevron Corporation Common Stock,2.52E+11,United States,Energy
CW,Curtiss-Wright Corporation Common Stock,11507802089,United States,Technology
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,5803386231,United States,Technology
CWBC,Community West Bancshares Common Stock,380705216,United States,Finance
CWD,CaliberCos Inc. Class A Common Stock,14443918,United States,Finance
CWEN,Clearway Energy Inc. Class C Common Stock,3314610000,United States,Utilities
CWH,Camping World Holdings Inc. Class A Common Stock,1974847775,United States,Consumer Discretionary
CWST,Casella Waste Systems Inc. Class A Common Stock,6089525711,United States,Utilities
CWT,California Water Service Group Common Stock,3134790485,United States,Utilities
CXAI,CXApp Inc. Class A Common Stock,28243874,United States,Technology
CXAIW,CXApp Inc. Warrant,3777046,United States,Technology
CXDO,Crexendo Inc. Common Stock,118881336,United States,Telecommunications
CXE,MFS High Income Municipal Trust Common Stock,123423401,United States,Finance
CXH,MFS Investment Grade Municipal Trust Common Stock,75068419,United States,Finance
CXM,Sprinklr Inc. Class A Common Stock,1890874868,United States,Technology
CXT,Crane NXT Co. Common Stock,3204814610,United States,Industrials
CXW,CoreCivic Inc. Common Stock,1411462554,United States,Real Estate
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,2151882,United States,Health Care
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,15319823,United States,Health Care
CYCN,Cyclerion Therapeutics Inc. Common Stock,8143838,United States,Health Care
CYH,Community Health Systems Inc. Common Stock,766968264,United States,Health Care
CYN,Cyngn Inc. Common Stock,6647028,United States,Technology
CYRX,CryoPort Inc. Common Stock,384921770,United States,Health Care
CYTH,Cyclo Therapeutics Inc. Common Stock,18939378,United States,Health Care
CYTK,Cytokinetics Incorporated Common Stock,6326555509,United States,Health Care
CZFS,Citizens Financial Services Inc. Common Stock,243422871,United States,Finance
CZNC,Citizens & Northern Corp Common Stock,290763267,United States,Finance
CZR,Caesars Entertainment Inc. Common Stock,7863885391,United States,Consumer Discretionary
CZWI,Citizens Community Bancorp Inc. Common Stock,138499236,United States,Finance
D,Dominion Energy Inc. Common Stock,48012444575,United States,Utilities
DAIO,Data I/O Corporation Common Stock,22257957,United States,Industrials
DAKT,Daktronics Inc. Common Stock,568649640,United States,Consumer Discretionary
DAL,Delta Air Lines Inc. Common Stock,28579167844,United States,Consumer Discretionary
DALN,DallasNews Corporation Series A Common Stock,24086205,United States,Consumer Discretionary
DAN,Dana Incorporated Common Stock ,1359887280,United States,Consumer Discretionary
DAR,Darling Ingredients Inc. Common Stock,5468833503,United States,Consumer Staples
DARE,Dare Bioscience Inc. Common Stock,27861137,United States,Health Care
DASH,DoorDash Inc. Class A Common Stock,53508603467,United States,Consumer Discretionary
DATS,DatChat Inc. Common Stock,3490822,United States,Telecommunications
DAVE,Dave Inc. Class A Common Stock,428980466,United States,Finance
DAVEW,Dave Inc. Warrants,521973,United States,Finance
DAWN,Day One Biopharmaceuticals Inc. Common Stock,1385187900,United States,Health Care
DAY,Dayforce Inc. Common Stock,9153990000,United States,Technology
DBD,Diebold Nixdorf Incorporated Common stock,1568032722,United States,Miscellaneous
DBGI,Digital Brands Group Inc. Common Stock,1631716,United States,Consumer Discretionary
DBGIW,Digital Brands Group Inc. Warrant,41872432,United States,Consumer Discretionary
DBI,Designer Brands Inc. Class A Common Stock,297107795,United States,Consumer Discretionary
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,0,United States,
DBRG,DigitalBridge Group Inc.,2279373074,United States,Real Estate
DBX,Dropbox Inc. Class A Common Stock,7858835040,United States,Technology
DC,Dakota Gold Corp. Common Stock,204184178,United States,Basic Materials
DCGO,DocGo Inc. Common Stock,362202977,United States,Health Care
DCI,Donaldson Company Inc. Common Stock,8444017658,United States,Industrials
DCO,Ducommun Incorporated Common Stock,926776511,United States,Industrials
DCOM,Dime Community Bancshares Inc. Common Stock,957967147,United States,Finance
DCOMG,Dime Community Bancshares Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034,1037830367,United States,Finance
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,739713496,United States,Finance
DCTH,Delcath Systems Inc. Common Stock,278875239,United States,Health Care
DD,DuPont de Nemours Inc. Common Stock,33362034480,United States,Industrials
DDD,3D Systems Corporation Common Stock,292526569,United States,Technology
DDOG,Datadog Inc. Class A Common Stock,34072806627,United States,Technology
DDS,Dillard's Inc. Common Stock,5432228471,United States,Consumer Discretionary
DDT,Dillard's Capital Trust I,416283174,United States,Consumer Discretionary
DE,Deere & Company Common Stock,1.06E+11,United States,Industrials
DEA,Easterly Government Properties Inc. Common Stock,1367269169,United States,Real Estate
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,0,United States,Finance
DECAW,Denali Capital Acquisition Corp. Warrant,0,United States,Finance
DECK,Deckers Outdoor Corporation Common Stock,23104816697,United States,Consumer Discretionary
DEI,Douglas Emmett Inc. Common Stock,2658461145,United States,Real Estate
DELL,Dell Technologies Inc. Class C Common Stock ,77172289670,United States,Technology
DENN,Denny's Corporation Common Stock,300023979,United States,Consumer Discretionary
DERM,Journey Medical Corporation Common Stock,99283465,United States,Health Care
DFH,Dream Finders Homes Inc. Class A Common Stock,2912133403,United States,Consumer Discretionary
DFIN,Donnelley Financial Solutions Inc. Common Stock ,1902854214,United States,Consumer Discretionary
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),34174779,United States,Miscellaneous
DFLIW,Dragonfly Energy Holdings Corp. Warrant,2190691,United States,Miscellaneous
DFS,Discover Financial Services Common Stock,32307885767,United States,Finance
DG,Dollar General Corporation Common Stock,17718566375,United States,Consumer Discretionary
DGICA,Donegal Group Inc. Class A Common Stock,503259260,United States,Finance
DGICB,Donegal Group Inc. Class B Common Stock,436633493,United States,Finance
DGII,Digi International Inc. Common Stock,944609873,United States,Telecommunications
DGLY,Digital Ally Inc. Common Stock,4414158,United States,Technology
DGX,Quest Diagnostics Incorporated Common Stock,17093870460,United States,Health Care
DH,Definitive Healthcare Corp. Class A Common Stock,497773226,United States,Technology
DHAI,DIH Holdings US Inc. Class A Common Stock,95280597,United States,Health Care
DHAIW,DIH Holding US Inc. Warrants,1415018,United States,Health Care
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,805924947,United States,Real Estate
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,3565315735,United States,Real Estate
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,3805890346,United States,Real Estate
